                               name                    recclass
36942           Sayh al Uhaymir 037                          L6
36943           Sayh al Uhaymir 038                          L6
36944           Sayh al Uhaymir 039                          L6
36945           Sayh al Uhaymir 040                         CV3
36946           Sayh al Uhaymir 041                          H5
36947           Scott Glacier 06021                          L5
36948           Sayh al Uhaymir 042                          L6
36949           Sayh al Uhaymir 043                        H3-5
36950           Sayh al Uhaymir 044                          H5
36951           Sayh al Uhaymir 045                          L6
36952           Sayh al Uhaymir 046                          H5
36953           Sayh al Uhaymir 047                          H6
36954           Sayh al Uhaymir 048                          H5
36955           Sayh al Uhaymir 049                          H5
36956           Sayh al Uhaymir 050                          L6
36957           Sayh al Uhaymir 051       Martian (shergottite)
36958           Sayh al Uhaymir 052                          H5
36959           Sayh al Uhaymir 053                          H6
36960           Sayh al Uhaymir 054                          L6
36961           Sayh al Uhaymir 055                          L5
36962           Sayh al Uhaymir 056                          L6
36963           Sayh al Uhaymir 057                          H6
36964           Sayh al Uhaymir 058                          L5
36965           Sayh al Uhaymir 059                          H4
36966           Sayh al Uhaymir 060       Martian (shergottite)
36967           Sayh al Uhaymir 061                          L6
36968           Sayh al Uhaymir 062                          L4
36969           Sayh al Uhaymir 063                          H5
36970           Sayh al Uhaymir 064                          H5
36971           Sayh al Uhaymir 065                          H5
36972           Sayh al Uhaymir 066                         LL5
36973           Sayh al Uhaymir 067                        L5-6
36974           Sayh al Uhaymir 068                          H5
36975           Sayh al Uhaymir 069                          H6
36976           Sayh al Uhaymir 070                        L5/6
36977           Sayh al Uhaymir 071                        H5/6
36978           Sayh al Uhaymir 072                          H5
36979           Sayh al Uhaymir 073                          H5
36980           Sayh al Uhaymir 074                          H5
36981           Sayh al Uhaymir 075                        H3-5
36982           Sayh al Uhaymir 076                          L6
36983           Sayh al Uhaymir 077                          H6
36984           Sayh al Uhaymir 078                          L6
36985           Sayh al Uhaymir 079                          H4
36986           Sayh al Uhaymir 080                          H6
36987           Sayh al Uhaymir 081                          L4
36988           Sayh al Uhaymir 082                       L/LL4
36989           Sayh al Uhaymir 083                         LL6
36990           Sayh al Uhaymir 084                         LL6
36991           Sayh al Uhaymir 085                         CV3
36992           Sayh al Uhaymir 086                          L5
36993           Sayh al Uhaymir 087                          H5
36994           Sayh al Uhaymir 088                          L6
36995           Sayh al Uhaymir 089                 L/LL3.6/3.7
36996           Sayh al Uhaymir 090       Martian (shergottite)
36997           Sayh al Uhaymir 091                         LL5
36998           Sayh al Uhaymir 092                         LL5
36999           Sayh al Uhaymir 093                         LL5
37000           Sayh al Uhaymir 094       Martian (shergottite)
37001           Sayh al Uhaymir 095                          H6
37002           Sayh al Uhaymir 096                        H4/5
37003           Sayh al Uhaymir 097                          H6
37004           Sayh al Uhaymir 098                          H5
37005           Sayh al Uhaymir 099                          H5
37006           Sayh al Uhaymir 100                        H4/5
37007           Sayh al Uhaymir 101                          L6
37008           Sayh al Uhaymir 102                          L5
37009           Sayh al Uhaymir 103                          L6
37010           Sayh al Uhaymir 104                          H5
37011           Sayh al Uhaymir 105                          H5
37012           Sayh al Uhaymir 106                          L4
37013           Sayh al Uhaymir 107                         LL6
37014           Sayh al Uhaymir 108                          H6
37015           Sayh al Uhaymir 109                          H5
37016           Sayh al Uhaymir 110                          H6
37017           Sayh al Uhaymir 111                          H6
37018           Sayh al Uhaymir 112                          H5
37019           Sayh al Uhaymir 113                          H5
37020           Sayh al Uhaymir 114                          L5
37021           Sayh al Uhaymir 115                          H6
37022           Sayh al Uhaymir 116                          L6
37023           Sayh al Uhaymir 117                          H5
37024           Sayh al Uhaymir 118                         LL3
37025           Sayh al Uhaymir 119                          H4
37026           Sayh al Uhaymir 120       Martian (shergottite)
37027           Sayh al Uhaymir 121                          H4
37028           Sayh al Uhaymir 122                          L6
37029           Sayh al Uhaymir 123                          L6
37030           Sayh al Uhaymir 124                          H5
37031           Sayh al Uhaymir 125       Martian (shergottite)
37032           Sayh al Uhaymir 126                          L6
37033           Sayh al Uhaymir 127                        H4/5
37034           Sayh al Uhaymir 128                          H6
37035           Sayh al Uhaymir 129                          H5
37036           Scott Glacier 06022                          L5
37037           Sayh al Uhaymir 130       Martian (shergottite)
37038           Sayh al Uhaymir 131                         CV3
37039           Sayh al Uhaymir 132                          H5
37040           Sayh al Uhaymir 133                          L5
37041           Sayh al Uhaymir 134                        H5/6
37042           Sayh al Uhaymir 135                          L5
37043           Sayh al Uhaymir 136                          H5
37044           Sayh al Uhaymir 137                          L6
37045           Sayh al Uhaymir 138                          H5
37046           Sayh al Uhaymir 139                        H4/5
37047           Sayh al Uhaymir 140                        L4/5
37048           Sayh al Uhaymir 141                          H5
37049           Sayh al Uhaymir 142                          L4
37050           Sayh al Uhaymir 143                          L4
37051           Sayh al Uhaymir 144                          L5
37052           Sayh al Uhaymir 145                          H5
37053           Sayh al Uhaymir 146                          H4
37054           Sayh al Uhaymir 147                        H/L4
37055           Sayh al Uhaymir 148                          L4
37056           Sayh al Uhaymir 149                          H4
37057           Sayh al Uhaymir 150       Martian (shergottite)
37058           Sayh al Uhaymir 151                        L4/5
37059           Sayh al Uhaymir 152                          L4
37060           Sayh al Uhaymir 153                        L4/5
37061           Sayh al Uhaymir 154                          H4
37062           Sayh al Uhaymir 155                          H4
37063           Sayh al Uhaymir 156                          L6
37064           Sayh al Uhaymir 157                 L-melt rock
37065           Sayh al Uhaymir 159                          H4
37066           Sayh al Uhaymir 160                          L6
37067           Sayh al Uhaymir 161                          H6
37068           Sayh al Uhaymir 162                          L6
37069           Sayh al Uhaymir 163                          H5
37070           Sayh al Uhaymir 164                          H6
37071           Sayh al Uhaymir 165                          L5
37072           Sayh al Uhaymir 166                          H5
37073           Sayh al Uhaymir 167                          L6
37074           Sayh al Uhaymir 168                          H4
37075           Sayh al Uhaymir 169              Lunar (anorth)
37076           Sayh al Uhaymir 170                          H5
37077           Sayh al Uhaymir 171                          H5
37078           Sayh al Uhaymir 172                          H6
37079           Sayh al Uhaymir 173                          L6
37080           Sayh al Uhaymir 174                          L6
37081           Sayh al Uhaymir 175                          L6
37082           Sayh al Uhaymir 176                          H6
37083           Sayh al Uhaymir 177                         LL6
37084           Sayh al Uhaymir 180                          L4
37085           Sayh al Uhaymir 182                         L~4
37086           Sayh al Uhaymir 183                          H5
37087           Sayh al Uhaymir 184                          L6
37088           Sayh al Uhaymir 185                      H/L4-5
37089           Sayh al Uhaymir 186                        H4-6
37090           Sayh al Uhaymir 187                        L4-5
37091           Sayh al Uhaymir 188                         EL4
37092           Sayh al Uhaymir 189                         LL7
37093           Sayh al Uhaymir 190                          L5
37094           Sayh al Uhaymir 191                          H6
37095           Sayh al Uhaymir 192                          H6
37096           Sayh al Uhaymir 193                          L4
37097           Sayh al Uhaymir 194                          L6
37098           Sayh al Uhaymir 195                          H5
37099           Sayh al Uhaymir 196                          L6
37100           Sayh al Uhaymir 197                          L6
37101           Sayh al Uhaymir 198                          L6
37102           Sayh al Uhaymir 199                          L6
37103           Sayh al Uhaymir 200                          L6
37104           Sayh al Uhaymir 201                          L6
37105           Sayh al Uhaymir 202                         CV3
37106           Sayh al Uhaymir 203                          L6
37107           Sayh al Uhaymir 204                          H5
37108           Sayh al Uhaymir 205                          L6
37109           Sayh al Uhaymir 206                        H4-5
37110           Sayh al Uhaymir 207                          H4
37111           Sayh al Uhaymir 208                          H4
37112           Sayh al Uhaymir 209                          H5
37113           Sayh al Uhaymir 210                          L6
37114           Sayh al Uhaymir 211                          H4
37115           Sayh al Uhaymir 212                          L5
37116           Sayh al Uhaymir 213                          H4
37117           Sayh al Uhaymir 214                          L5
37118           Sayh al Uhaymir 215                          H5
37119           Sayh al Uhaymir 216                          H4
37120           Sayh al Uhaymir 217                          H5
37121           Sayh al Uhaymir 218                          L4
37122           Sayh al Uhaymir 219                          H4
37123           Sayh al Uhaymir 220                          H3
37124           Sayh al Uhaymir 221                          L5
37125           Scott Glacier 06023                          L5
37126           Sayh al Uhaymir 222                          L6
37127           Sayh al Uhaymir 223                          L5
37128           Sayh al Uhaymir 224                          L5
37129           Sayh al Uhaymir 225                          H4
37130           Sayh al Uhaymir 226                          H6
37131           Sayh al Uhaymir 227                        H4-6
37132           Sayh al Uhaymir 228                          H6
37133           Sayh al Uhaymir 229                          H6
37134           Sayh al Uhaymir 230                          L6
37135           Sayh al Uhaymir 231                          L4
37136           Sayh al Uhaymir 232                          H5
37137           Sayh al Uhaymir 233                          H4
37138           Sayh al Uhaymir 234                          L6
37139           Sayh al Uhaymir 235                          L6
37140           Sayh al Uhaymir 236                          H6
37141           Sayh al Uhaymir 237                          L5
37142           Sayh al Uhaymir 238                          L4
37143           Sayh al Uhaymir 239                          L4
37144           Sayh al Uhaymir 240                        H4/5
37145           Sayh al Uhaymir 241                        H4-6
37146           Sayh al Uhaymir 242                          L4
37147           Sayh al Uhaymir 243                          H5
37148           Sayh al Uhaymir 244                        H4-6
37149           Sayh al Uhaymir 245                          L6
37150           Sayh al Uhaymir 246                        H3/4
37151           Sayh al Uhaymir 247                          L6
37152           Sayh al Uhaymir 248                          L6
37153           Sayh al Uhaymir 249                          H5
37154           Sayh al Uhaymir 250                        H4-6
37155           Sayh al Uhaymir 251                          L6
37156           Sayh al Uhaymir 252                        H4/5
37157           Sayh al Uhaymir 253                          H5
37158           Sayh al Uhaymir 254                          L6
37159           Sayh al Uhaymir 255                          L6
37160           Sayh al Uhaymir 256                          H5
37161           Sayh al Uhaymir 257                          H5
37162           Sayh al Uhaymir 258                          L6
37163           Sayh al Uhaymir 259                          H4
37164           Sayh al Uhaymir 260                          L6
37165           Sayh al Uhaymir 261                          L3
37166           Sayh al Uhaymir 262                          L6
37167           Sayh al Uhaymir 263                          H5
37168           Sayh al Uhaymir 264                         LL6
37169           Sayh al Uhaymir 265                        H4-6
37170           Scott Glacier 06024                          H6
37171           Sayh al Uhaymir 266                          H5
37172           Sayh al Uhaymir 267                          L6
37173           Sayh al Uhaymir 268                        H4-6
37174           Sayh al Uhaymir 269                        H4-5
37175           Sayh al Uhaymir 270                        H4-6
37176           Sayh al Uhaymir 271                          H4
37177           Sayh al Uhaymir 272                          H5
37178           Sayh al Uhaymir 273                          L6
37179           Sayh al Uhaymir 274                          L4
37180           Sayh al Uhaymir 275                          H6
37181           Sayh al Uhaymir 276                          H6
37182           Sayh al Uhaymir 277                          H6
37183           Sayh al Uhaymir 278                          L5
37184           Sayh al Uhaymir 279                          L6
37185           Sayh al Uhaymir 280                          H4
37186           Sayh al Uhaymir 281                         EH3
37187           Sayh al Uhaymir 282                         L~6
37188           Sayh al Uhaymir 283                         H~5
37189           Sayh al Uhaymir 284                         H~4
37190           Sayh al Uhaymir 285                          H5
37191           Sayh al Uhaymir 286                         H~4
37192           Sayh al Uhaymir 287                          H5
37193           Sayh al Uhaymir 288                         L~5
37194           Sayh al Uhaymir 289                        H4/5
37195           Sayh al Uhaymir 290                         CH3
37196           Sayh al Uhaymir 291                          L4
37197           Sayh al Uhaymir 292                          H5
37198           Sayh al Uhaymir 293                          H5
37199           Sayh al Uhaymir 294                        H4/5
37200           Sayh al Uhaymir 295                          L5
37201           Sayh al Uhaymir 296                         L~5
37202           Sayh al Uhaymir 297                         H~5
37203           Sayh al Uhaymir 298                          H5
37204           Sayh al Uhaymir 299                          L5
37205           Sayh al Uhaymir 300                       Lunar
37206           Sayh al Uhaymir 301                        H/L4
37207           Sayh al Uhaymir 302                          L6
37208           Sayh al Uhaymir 303                        L4/5
37209           Sayh al Uhaymir 304                          L6
37210           Sayh al Uhaymir 305                          L5
37211           Sayh al Uhaymir 306                        LL~5
37212           Sayh al Uhaymir 307                         L~6
37213           Sayh al Uhaymir 308                          L5
37214           Sayh al Uhaymir 309                          L6
37215           Sayh al Uhaymir 310                          L6
37216           Sayh al Uhaymir 311                          H4
37217           Sayh al Uhaymir 312                          L6
37218           Sayh al Uhaymir 313                          H4
37219           Sayh al Uhaymir 314                          H5
37220           Sayh al Uhaymir 315                          H6
37221           Sayh al Uhaymir 316                          L4
37222           Sayh al Uhaymir 317                          H5
37223           Sayh al Uhaymir 318                          H5
37224           Sayh al Uhaymir 319                          H5
37225           Sayh al Uhaymir 320                          H6
37226           Sayh al Uhaymir 321                          L5
37227           Sayh al Uhaymir 322                          H5
37228           Sayh al Uhaymir 323                          H6
37229           Sayh al Uhaymir 324                        H/L6
37230           Sayh al Uhaymir 325                          H5
37231           Sayh al Uhaymir 326                          L6
37232           Sayh al Uhaymir 400                          L6
37233           Sayh al Uhaymir 401                          L4
37234           Sayh al Uhaymir 402              Enst achon-ung
37235           Sayh al Uhaymir 403                          L5
37236           Sayh al Uhaymir 404                          L6
37237           Sayh al Uhaymir 405                        H4-5
37238           Sayh al Uhaymir 406                     Eucrite
37239           Sayh al Uhaymir 407                          H4
37240           Sayh al Uhaymir 408                          L5
37241           Sayh al Uhaymir 409                          H5
37242           Sayh al Uhaymir 410                          L4
37243           Sayh al Uhaymir 411                        L5-6
37244           Sayh al Uhaymir 412                          L5
37245           Sayh al Uhaymir 413                          H6
37246           Sayh al Uhaymir 414                          H5
37247           Sayh al Uhaymir 415                          H5
37248           Sayh al Uhaymir 416                          H4
37249           Sayh al Uhaymir 417                          H5
37250           Sayh al Uhaymir 418                          L5
37251           Sayh al Uhaymir 419                        H5-6
37252           Sayh al Uhaymir 420                         LL6
37253           Sayh al Uhaymir 421                          H5
37254           Sayh al Uhaymir 422                          H5
37255           Sayh al Uhaymir 423                          H6
37256           Sayh al Uhaymir 424                          L6
37257           Sayh al Uhaymir 425                        L5-6
37258           Sayh al Uhaymir 426                        H4-5
37259           Scott Glacier 06025                          L5
37260           Sayh al Uhaymir 427                         CV3
37261           Sayh al Uhaymir 428                         H~5
37262           Sayh al Uhaymir 429                          H4
37263           Sayh al Uhaymir 430                         H~5
37264           Sayh al Uhaymir 431                          H5
37265           Sayh al Uhaymir 432                         L~6
37266           Sayh al Uhaymir 433                         L~6
37267           Sayh al Uhaymir 434                         H~5
37268           Sayh al Uhaymir 435                         H~5
37269           Sayh al Uhaymir 436                         H~5
37270           Sayh al Uhaymir 437                         H~4
37271           Sayh al Uhaymir 438                          H5
37272           Sayh al Uhaymir 439                        LL~5
37273           Sayh al Uhaymir 440                        LL~5
37274           Sayh al Uhaymir 441                        LL~3
37275           Sayh al Uhaymir 442                         L~6
37276           Sayh al Uhaymir 443                        LL~5
37277           Sayh al Uhaymir 444                        LL~5
37278           Sayh al Uhaymir 445                        LL~5
37279           Sayh al Uhaymir 446                        LL~3
37280           Sayh al Uhaymir 447                        LL~3
37281           Sayh al Uhaymir 448                        LL~5
37282           Sayh al Uhaymir 449                       Lunar
37283           Sayh al Uhaymir 450                          L4
37284           Sayh al Uhaymir 451                          H4
37285           Sayh al Uhaymir 452                          H6
37286           Sayh al Uhaymir 453                          L4
37287           Sayh al Uhaymir 454                          L6
37288           Sayh al Uhaymir 455                          H5
37289           Sayh al Uhaymir 456                          L6
37290           Sayh al Uhaymir 457                          H4
37291           Sayh al Uhaymir 463                         L~6
37292           Sayh al Uhaymir 464                         LL5
37293           Sayh al Uhaymir 465                         H~6
37294           Sayh al Uhaymir 466                      L/LL~5
37295           Sayh al Uhaymir 467                         L~5
37296           Sayh al Uhaymir 468                         H~6
37297           Sayh al Uhaymir 469                         L~6
37298           Sayh al Uhaymir 470                          H4
37299           Sayh al Uhaymir 471                        L4-6
37300           Sayh al Uhaymir 472                          H5
37301           Sayh al Uhaymir 473                          L4
37302           Sayh al Uhaymir 474                          L5
37303           Sayh al Uhaymir 475                          L4
37304           Sayh al Uhaymir 476                          L5
37305           Sayh al Uhaymir 477                          L5
37306           Sayh al Uhaymir 478                          H4
37307           Sayh al Uhaymir 479                          H5
37308           Sayh al Uhaymir 480                          H4
37309           Sayh al Uhaymir 481                          L6
37310           Sayh al Uhaymir 482                          L6
37311           Sayh al Uhaymir 483                          H5
37312           Sayh al Uhaymir 484                          L6
37313           Sayh al Uhaymir 487                          H6
37314           Sayh al Uhaymir 488                          H6
37315           Sayh al Uhaymir 489                          H5
37316           Sayh al Uhaymir 490                          H5
37317           Sayh al Uhaymir 491                        L3.7
37318           Sayh al Uhaymir 492                          L6
37319           Sayh al Uhaymir 493              Achondrite-ung
37320           Sayh al Uhaymir 494                          H4
37321           Sayh al Uhaymir 495                          H6
37322           Sayh al Uhaymir 496                          H4
37323           Sayh al Uhaymir 497                          L6
37324           Sayh al Uhaymir 498                          L5
37325           Sayh al Uhaymir 499                          H5
37326           Sayh al Uhaymir 500                          H6
37327           Sayh al Uhaymir 501                          H6
37328           Sayh al Uhaymir 502                          L5
37329           Sayh al Uhaymir 503                         CV3
37330           Sayh al Uhaymir 504                        L5/6
37331           Sayh al Uhaymir 505                        L4-5
37332           Sayh al Uhaymir 506                        H4-5
37333           Sayh al Uhaymir 507                          L6
37334           Sayh al Uhaymir 508                          H6
37335           Sayh al Uhaymir 509                          H5
37336           Sayh al Uhaymir 510                          L6
37337           Sayh al Uhaymir 511                    Ureilite
37338           Sayh al Uhaymir 512                        H4-5
37339           Sayh al Uhaymir 513                          H5
37340           Sayh al Uhaymir 514                          L5
37341           Sayh al Uhaymir 515                          H4
37342           Sayh al Uhaymir 516                          H5
37343           Sayh al Uhaymir 517                          L4
37344           Sayh al Uhaymir 518                          L5
37345           Sayh al Uhaymir 519                          L5
37346           Sayh al Uhaymir 520                          H5
37347           Sayh al Uhaymir 521                          H5
37348           Sayh al Uhaymir 522                          L6
37349           Sayh al Uhaymir 523                          L6
37350           Sayh al Uhaymir 524                          L6
37351           Sayh al Uhaymir 525                    Ureilite
37352           Sayh al Uhaymir 526                         LL6
37353           Sayh al Uhaymir 527                         LL4
37354           Sayh al Uhaymir 531                          H5
37355           Sayh al Uhaymir 532                          L6
37356           Sayh al Uhaymir 533                          L6
37357           Sayh al Uhaymir 534                          L6
37358           Sayh al Uhaymir 535                        H5-6
37359           Sayh al Uhaymir 536                          H5
37360           Sayh al Uhaymir 537               Eucrite-pmict
37361           Sayh al Uhaymir 538                          L6
37362           Sayh al Uhaymir 539                          L6
37363           Sayh al Uhaymir 540                          L6
37364           Sayh al Uhaymir 541                          H6
37365           Sayh al Uhaymir 542                          H6
37366           Sayh al Uhaymir 543                        L5/6
37367           Sayh al Uhaymir 544                          H5
37368           Sayh al Uhaymir 545                         L~6
37369           Sayh al Uhaymir 546                          H5
37370           Sayh al Uhaymir 547                          L5
37371           Sayh al Uhaymir 548                          H4
37372           Sayh al Uhaymir 549                          H4
37373           Sayh al Uhaymir 550                          H5
37374           Sayh al Uhaymir 551                          L6
37375           Sayh al Uhaymir 552                          L6
37376           Sayh al Uhaymir 553                          L4
37377           Sayh al Uhaymir 554                          H6
37378           Sayh al Uhaymir 555                        H4/5
37379           Sayh al Uhaymir 556                          H6
37380           Sayh al Uhaymir 557                          H4
37381           Sayh al Uhaymir 558                          L5
37382                   Schaap-Kooi                          H4
37383                       Schwetz                 Iron, IIIAB
37384                    Scott City                          H5
37385           Scott Glacier 06010                         LL5
37386           Scott Glacier 06011                          L5
37387           Scott Glacier 06012                         CM2
37388           Scott Glacier 06013                         CM2
37389           Scott Glacier 06014                         CM2
37390           Scott Glacier 06015                          L5
37391           Scott Glacier 06016                          L5
37392           Scott Glacier 06017                          L5
37393           Scott Glacier 06018                          L5
37394           Scott Glacier 06019                          L5
37395           Scott Glacier 06020                          L5
37396           Scott Glacier 06026                          L5
37397           Scott Glacier 06027                          L5
37398           Scott Glacier 06028                          L5
37399           Scott Glacier 06029                          L5
37400           Scott Glacier 06030                   Lodranite
37401           Scott Glacier 06031                          L5
37402           Scott Glacier 06032                          L5
37403           Scott Glacier 06033                         LL5
37404           Scott Glacier 06034                         LL5
37405           Scott Glacier 06035                          L5
37406           Scott Glacier 06036                         LL5
37407           Scott Glacier 06037                          L5
37408           Scott Glacier 06038                         LL5
37409           Scott Glacier 06039                         LL5
37410           Scott Glacier 06040                   Howardite
37411           Scott Glacier 06041                  Eucrite-br
37412           Scott Glacier 06042                         CM2
37413           Scott Glacier 06043                         CM1
37414           Scott Glacier 98200                          L4
37415           Scott Glacier 98201                          L6
37416           Scott Glacier 98202                          L6
37417                   Scottsville                  Iron, IIAB
37418                        Scurry                          H5
37419                     Seagraves                          H4
37420                 Seagraves (b)                          H5
37421                 Seagraves (c)                        L6/7
37422                     Seeläsgen                Iron, IAB-MG
37423             Seemore Downs 001                       L/LL4
37424                     Séguédine                          H6
37425                        Seguin                          H6
37426                   Seibert (a)                          H5
37427                   Seibert (b)                          L6
37428                       Selcany                        Iron
37429                        Selden                         LL5
37430                      Seligman                Iron, IAB-MG
37431                         Selma                          H4
37432                      Seminole                          H4
37433                  Seminole (b)                          H4
37434                  Seminole (c)                          H4
37435                  Seminole (d)                          H6
37436                  Seminole (e)                          H5
37437                  Seminole (f)                          H5
37438                  Seminole (g)                          H5
37439             Seminole Draw (a)                          L6
37440             Seminole Draw (b)                          H5
37441                        Seneca                          H4
37442                  Seneca Falls                 Iron, IIIAB
37443               Seneca Township                   Iron, IVA
37444             Serrania de Varas                   Iron, IVA
37445                 Yamato 980102                          L5
37446                     Seth Ward                          H5
37447                      Sevaruyo                          H5
37448               Severny Kolchim                          H3
37449                      Seymchan              Pallasite, PMG
37450                       Seymour                Iron, IAB-MG
37451                  Shafter Lake                          H5
37452                       Shahdad                          H5
37453                    Shalim 001                         LL6
37454                    Shalim 002                          L6
37455                    Shalim 003                          H5
37456                    Shalim 004                          H5
37457                    Shalim 005                          H5
37458                    Shalim 006                          H6
37459                    Shalim 007                          H6
37460                    Shalim 008                          H5
37461                    Shalim 009                          L6
37462                    Shalim 010                          L6
37463                    Shalim 011                          H4
37464                    Shalim 012                          H4
37465                    Shalim 013                          H4
37466                    Shalim 014                          L6
37467                    Shalim 015                          L6
37468                    Shalim 016                          H5
37469                    Shalim 017                          H5
37470                    Shalim 018                          H4
37471                    Shalim 019                          H4
37472                    Shalim 020                        H4-6
37473                   Shallowater                     Aubrite
37474                       Shangdu                 Iron, IIIAB
37475                Sharon Springs                          L6
37476                          Shaw                        L6/7
37477                       Shawnee                Iron, IAB-MG
37478              Sheephole Valley                          H4
37479          Sheephole Valley 002                          L4
37480                     Shibayama                          L6
37481                       Shields                          H5
37482               Shingle Springs             Iron, ungrouped
37483                     Shirahagi                   Iron, IVA
37484                      Shiraiwa                          H4
37485                     Shişr 001                          L6
37486                     Shişr 002                          H5
37487                     Shişr 003                          H5
37488                     Shişr 004                          H5
37489                     Shişr 005                          H6
37490                     Shişr 006                        L3.9
37491                     Shişr 007                    Ureilite
37492                     Shişr 008                          L5
37493                     Shişr 009                          H4
37494                     Shişr 010                          L5
37495                     Shişr 011                          L4
37496                     Shişr 012                          H4
37497                     Shişr 013                         EH3
37498                     Shişr 014                          L5
37499                     Shişr 015                          L5
37500                     Shişr 016                          H5
37501                     Shişr 017                          H4
37502                     Shişr 018                          L6
37503                     Shişr 019                          H4
37504                     Shişr 020                        H4-6
37505                     Shişr 021                        H4-6
37506                     Shişr 022                          L5
37507                     Shişr 023                          L5
37508                     Shişr 024                          L5
37509                     Shişr 025                          L6
37510                     Shişr 026                          H4
37511                     Shişr 027                          H6
37512                     Shişr 028                         LL6
37513                     Shişr 029                          H5
37514                     Shişr 030                          H5
37515                     Shişr 031                          L6
37516                     Shişr 032                          H5
37517                     Shişr 033                          CR
37518                     Shişr 034                          H4
37519                     Shişr 035                          L6
37520                     Shişr 036                          H3
37521                     Shişr 037                          L5
37522                     Shişr 038                          L5
37523                     Shişr 039                        L4-5
37524                     Shişr 040                        L4-5
37525                     Shişr 041                          L5
37526                     Shişr 042                          L6
37527                     Shişr 043                 Iron, IIIAB
37528                     Shişr 044                          H4
37529                     Shişr 045                          H6
37530                     Shişr 046                          L5
37531                     Shişr 047                          L6
37532                     Shişr 048                        L5/6
37533                     Shişr 100                        H4-5
37534                     Shişr 101                          L6
37535                     Shişr 102                          L6
37536                     Shişr 103                          H4
37537                     Shişr 104                          L5
37538                     Shişr 105                          L5
37539                     Shişr 106                        LL~5
37540                     Shişr 107                         L~6
37541                     Shişr 108                         L~5
37542                     Shişr 109                         L~6
37543                     Shişr 110                         H~4
37544                     Shişr 111                         H~5
37545                     Shişr 112                         L~6
37546                     Shişr 113                         H~5
37547                     Shişr 114                         H~5
37548                     Shişr 115                         H~5
37549                     Shişr 116                         H~5
37550                     Shişr 117                         H~5
37551                     Shişr 118                       L/LL4
37552                     Shişr 119                         H~5
37553                     Shişr 120                         H~5
37554                     Shişr 121                          H4
37555                     Shişr 122                         H~5
37556                     Shişr 123                         H~5
37557                     Shişr 124                         H~5
37558                     Shişr 125                         H~5
37559                     Shişr 126                          H5
37560                     Shişr 127                         H~5
37561                     Shişr 128                         H~5
37562                     Shişr 129                         H~5
37563                     Shişr 130                         H~5
37564                     Shişr 131                         H~5
37565                     Shişr 132                         H~5
37566                     Shişr 133                         H~5
37567                     Shişr 134                         H~5
37568                     Shişr 135                         H~5
37569                     Shişr 136                         H~5
37570                     Shişr 137                         L~4
37571                     Shişr 138                         L~6
37572                     Shişr 139                         L~6
37573                     Shişr 140                         H~5
37574                     Shişr 141                         H~5
37575                     Shişr 142                         H~5
37576                     Shişr 143                         H~5
37577                     Shişr 144                         H~6
37578                     Shişr 145                         H~5
37579                     Shişr 146                         H~5
37580                     Shişr 147                         H~5
37581                     Shişr 148                         H~5
37582                     Shişr 149                         H~5
37583                     Shişr 150                         H~5
37584                     Shişr 151                         H~5
37585                     Shişr 152                         H~5
37586                     Shişr 153                         H~5
37587                     Shişr 154                         H~5
37588                     Shişr 155                          H4
37589                     Shişr 156                         H~5
37590                     Shişr 157                         H~5
37591                     Shişr 158                         H~5
37592                     Shişr 159                         H~5
37593                     Shişr 160                       Lunar
37594                     Shişr 161                       Lunar
37595                     Shişr 162     Lunar (feldsp. breccia)
37596                     Shişr 163                          H4
37597                     Shişr 164                         CV3
37598                     Shişr 165                          H4
37599                     Shişr 166                       Lunar
37600                     Shişr 167                          L6
37601                     Shişr 168                          H5
37602                     Shişr 169                          H5
37603                     Shişr 170                         LL5
37604                     Shişr 171                         LL4
37605                     Shişr 174                         LL6
37606                     Shişr 175                         L~5
37607                     Shişr 176                          L6
37608                       Shohaku                        Iron
37609                    Shrewsbury               Iron, IAB-sLL
37610                        Sidney                           L
37611                 Sierra Blanca                  Iron, IAB?
37612               Sierra Colorada                          L5
37613                 Sierra County                          H5
37614                  Sierra Gorda                  Iron, IIAB
37615                 Sierra Sandon                 Iron, IIIAB
37616               Signal Mountain                   Iron, IVA
37617                         Silet                          L5
37618             Silurian Dry Lake                         LL6
37619                   Silver Bell                  Iron, IIAB
37620                  Silver Crown                Iron, IAB-MG
37621           Silver Dry Lake 001                          L4
37622           Silver Dry Lake 002                          H6
37623   Silverton (New South Wales)                          L6
37624             Silverton (Texas)                          H4
37625      Simbirsk (of P. Partsch)                          OC
37626                     Simondium             Mesosiderite-A4
37627                   Sinawan 001                          L6
37628                   Sinawan 002                          H5
37629                   Sinawan 003                          H5
37630                   Sinawan 004                          L5
37631                       Singhur                  Pallasite?
37632                       Siratik                  Iron, IIAB
37633                          Siwa                        L5-6
37634                         Skiff                          H4
37635                       Skookum                   Iron, IVB
37636                Slaghek's Iron                 Iron, IIIAB
37637                        Slaton                          L4
37638              Sleeper Camp 001                          L6
37639              Sleeper Camp 002                        Iron
37640              Sleeper Camp 003                          L6
37641              Sleeper Camp 004                         LL4
37642              Sleeper Camp 005                          H5
37643              Sleeper Camp 006                         CK4
